days,campus,condition,canopy,ID,start.date.t1,age,gender,video,participated,diet.t1,spillover,spillover.when,socdes1,socdes2,socdes3,socdes4,socdes5,socdes6,socdes7,socdes8,socdes9,socdes10,socdes11,socdes12,socdes13,watched,minimize.pork.t1,suffering.t1,diet.t2,minimize.pork.t2,suffering.t2,data.available
3,8,2,0,17105400,3/13/2017,28,1,2,2,1,0,,1,1,1,1,0,1,0,1,1,0,1,1,0,1,5,5,1,5,5,3
2,28,2,0,17558037,4/24/2017,19,1,2,2,1,0,,1,1,1,0,1,0,1,0,0,0,0,0,0,1,5,4,1,5,4,3
1,29,1,0,17607886,4/28/2017,19,3,2,2,1,0,,1,1,1,1,1,1,0,1,1,0,1,1,1,1,4,4,1,4,4,3
3,25,2,0,17048316,3/9/2017,18,1,2,2,1,0,,1,0,0,0,1,0,1,0,1,1,1,0,0,1,5,4,1,4,3,3
2,13,1,0,17251683,3/24/2017,21,1,2,2,1,0,,1,1,0,0,1,1,0,1,0,0,1,1,0,1,4,4,1,4,4,3
3,26,1,0,17307304,3/29/2017,18,1,2,2,1,0,,0,0,0,1,1,1,1,0,1,0,1,0,0,1,5,5,1,5,5,3
3,9,1,0,17224613,3/22/2017,30,2,2,2,1,0,,0,0,0,0,1,0,1,0,1,1,1,1,1,1,4,5,1,4,5,3
3,5,1,0,17480589,4/17/2017,18,1,2,2,1,0,,0,0,1,1,1,0,1,0,1,1,1,0,0,1,4,4,1,4,4,3
3,12,2,0,17146823,3/16/2017,18,2,2,2,1,0,,0,1,1,1,0,1,1,0,1,0,0,1,1,1,4,3,1,4,3,3
2,22,2,0,17374416,4/5/2017,25,2,2,2,1,0,,1,0,0,0,1,0,0,0,1,1,0,1,0,1,5,3,1,4,3,3
3,26,2,0,17326071,3/30/2017,23,1,2,2,1,0,,1,1,1,0,0,1,1,1,0,0,1,1,0,1,4,4,1,4,4,3
3,4,2,0,17309114,3/29/2017,25,2,2,2,1,0,,1,1,1,1,0,1,1,1,0,0,1,1,0,1,4,4,1,3,4,3
2,22,2,0,17374450,4/5/2017,24,1,2,2,1,0,,0,0,0,0,1,0,0,0,1,0,1,1,1,1,4,5,1,5,5,3
2,10,1,0,17374427,4/4/2017,24,2,2,2,1,0,,0,0,0,0,1,0,1,1,1,0,0,0,1,1,4,5,1,5,5,3
3,8,2,0,17105384,3/13/2017,19,2,2,2,1,0,,1,1,1,0,0,1,0,1,0,0,1,1,0,1,5,5,1,4,5,3
3,23,2,0,17664686,5/4/2017,23,1,2,2,1,0,,0,1,1,1,1,1,1,0,1,0,1,0,1,1,4,5,1,3,5,3
3,5,2,0,17450951,4/13/2017,19,1,2,2,1,0,,0,0,1,0,1,0,1,1,1,1,1,0,1,1,5,5,1,4,5,3
3,21,1,0,17722567,5/9/2017,24,2,2,2,1,0,,0,0,1,0,1,0,0,1,1,0,1,0,1,1,4,4,1,4,3,3
3,25,2,0,17048320,3/9/2017,20,1,2,2,1,0,,1,0,0,1,0,0,0,0,1,0,0,0,0,1,5,5,1,5,5,3
3,23,1,0,17680763,5/5/2017,55,1,2,2,1,0,,1,0,1,1,0,1,1,0,0,0,0,0,1,1,5,5,1,5,4,3
3,7,2,1,17598426,4/27/2017,19,1,2,2,1,0,,0,0,1,0,1,0,0,0,1,0,1,0,0,1,5,5,1,5,4,3
2,1,1,0,17583254,4/26/2017,22,1,2,2,1,0,,0,0,0,0,1,0,1,1,0,0,1,0,1,1,5,5,1,4,3,3
3,6,1,0,17641845,5/2/2017,65,2,2,2,1,0,,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,5,1,4,4,3
3,26,1,0,17307314,3/29/2017,32,1,2,2,1,0,,1,1,0,1,1,0,1,0,1,1,0,0,1,1,5,4,1,4,4,3
3,23,1,0,17680784,5/5/2017,23,1,2,2,1,0,,0,0,0,0,1,0,1,0,1,0,0,1,0,1,3,4,1,3,4,3
3,23,1,0,17680779,5/5/2017,42,2,2,2,1,0,,0,1,0,0,1,1,1,0,0,0,1,1,0,1,3,4,1,3,4,3
2,22,1,0,17387669,4/6/2017,20,1,2,2,1,0,,0,1,0,0,1,1,1,0,0,0,0,1,0,1,4,4,1,4,4,3
3,31,2,0,17821380,5/16/2017,23,1,2,2,1,0,,1,1,0,0,1,0,1,0,1,1,1,0,1,1,5,4,1,4,4,3
3,23,1,0,17680750,5/5/2017,25,2,2,2,1,0,,1,0,1,0,1,1,0,0,1,1,0,0,0,1,4,1,1,4,4,3
3,4,2,0,17309126,3/29/2017,20,2,2,2,1,0,,0,0,1,1,1,1,1,0,1,1,0,0,1,1,4,4,1,5,5,3
3,21,2,0,17733127,5/10/2017,22,2,2,2,1,0,,0,0,0,1,1,0,1,0,1,0,0,0,0,1,5,5,1,5,5,3
3,35,1,0,17502254,4/19/2017,30,1,2,2,1,0,,1,0,0,0,0,1,1,1,1,0,0,0,0,1,4,3,1,4,4,3
3,30,2,0,17441567,4/12/2017,20,1,2,2,1,0,,0,1,1,1,1,1,0,0,0,0,1,1,0,1,4,5,1,3,4,3
3,16,2,0,17709692,5/8/2017,20,1,2,2,1,0,,0,1,0,1,0,0,0,1,0,0,0,0,0,1,4,3,1,4,4,3
3,2,2,0,17430851,4/11/2017,18,1,2,2,1,0,,1,0,1,0,0,0,0,0,1,1,1,0,1,1,3,4,1,4,4,3
2,20,1,0,17503336,4/19/2017,21,2,2,2,1,0,,1,0,1,0,1,0,1,0,1,0,1,0,0,1,5,5,1,5,5,3
3,26,2,0,17326070,3/30/2017,32,2,2,2,1,0,,0,0,0,0,1,0,1,0,1,0,0,1,0,1,4,4,1,3,4,3
3,8,1,0,17066021,3/10/2017,22,2,2,2,1,0,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,5,5,1,5,5,3
2,20,2,0,17514622,4/20/2017,18,1,2,2,1,0,,1,1,1,1,1,1,1,0,1,1,1,1,0,1,5,5,1,5,4,3
3,6,1,0,17649781,5/2/2017,20,1,2,2,1,0,,1,1,0,1,1,0,1,1,0,0,1,1,0,1,5,5,1,4,4,3
2,10,1,0,17374426,4/4/2017,22,1,2,2,1,0,,0,1,1,0,0,1,1,0,1,0,1,0,1,1,5,5,1,4,4,3
3,4,1,0,17318177,3/30/2017,21,2,2,2,1,0,,1,0,1,0,0,1,1,0,1,0,0,0,1,1,3,3,1,3,1,3
3,26,2,0,17326077,3/30/2017,27,1,2,2,1,0,,1,0,1,1,1,0,1,0,1,0,1,0,1,1,5,4,1,5,4,3
2,24,1,0,17282911,3/27/2017,19,2,2,2,1,0,,1,1,1,0,0,1,0,1,1,1,1,1,0,1,5,4,1,4,4,3
3,9,1,0,17224562,3/22/2017,29,1,2,2,1,0,,0,0,1,0,0,0,1,0,1,0,0,0,0,1,3,5,1,5,4,3
3,25,2,0,17048281,3/9/2017,20,1,2,2,1,0,,0,0,1,0,0,1,0,0,0,0,1,0,1,1,3,4,1,3,4,3
3,32,2,0,17037753,3/8/2017,19,1,2,2,1,0,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,5,4,3
3,23,1,0,17680768,5/5/2017,57,2,2,2,1,0,,0,1,1,0,0,1,1,0,1,0,1,1,1,1,4,5,1,5,5,3
3,23,1,0,17680754,5/5/2017,20,3,2,2,1,0,,1,0,1,0,0,0,1,0,1,0,0,1,0,1,3,4,1,3,3,3
3,14,1,0,17456936,4/14/2017,20,1,2,2,1,0,,1,1,0,0,1,1,0,0,1,0,0,1,0,1,4,3,1,3,3,3
3,8,2,0,17105406,3/13/2017,23,2,2,2,1,0,,1,0,0,1,1,1,1,0,1,0,1,0,1,1,4,5,1,4,5,3
3,35,1,0,17502180,4/19/2017,27,1,2,2,1,0,,1,1,1,0,1,0,1,1,1,0,0,0,1,1,4,4,1,5,3,3
2,1,1,0,17598436,4/26/2017,19,1,2,2,1,0,,0,1,1,0,1,0,0,1,1,0,1,0,0,1,3,4,1,4,4,3
1,29,1,0,17607906,4/28/2017,21,3,2,2,1,0,,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,4,4,3
3,8,2,0,17105404,3/13/2017,29,1,2,2,1,0,,1,0,1,0,0,1,1,0,1,0,1,0,0,1,5,5,1,5,5,3
3,31,1,0,17766962,5/12/2017,26,2,2,2,1,0,,1,1,1,0,1,0,1,1,0,0,1,1,0,1,4,2,1,3,2,3
3,32,1,0,17037542,3/7/2017,20,1,2,2,1,0,,1,1,1,0,0,1,0,1,1,0,1,1,0,1,5,5,1,4,4,3
3,5,2,0,17450914,4/13/2017,25,1,2,2,1,0,,0,0,1,0,1,1,1,0,1,0,1,0,0,1,3,4,1,3,4,3
2,13,2,0,17286869,3/27/2017,20,1,2,2,1,0,,1,0,1,0,1,0,1,1,1,0,0,0,1,1,5,5,1,5,5,3
3,35,1,0,17502261,4/19/2017,21,1,2,2,1,0,,1,1,1,1,0,1,0,1,0,0,1,1,0,1,5,5,1,4,4,3
3,5,2,0,17450937,4/13/2017,19,1,2,2,1,0,,1,1,0,1,0,0,1,0,1,0,1,0,0,1,4,3,1,4,4,3
3,4,1,0,17318117,3/30/2017,18,1,2,2,1,0,,1,0,1,0,1,0,1,0,1,0,0,0,1,1,4,3,1,3,2,3
3,5,1,0,17499608,4/17/2017,19,1,2,2,1,0,,1,1,1,1,1,0,0,0,0,0,1,1,1,1,4,5,1,4,4,3
3,8,1,0,17066044,3/10/2017,19,1,2,2,1,0,,0,0,1,0,1,0,1,1,1,1,1,1,0,1,4,4,1,4,4,3
3,21,2,0,17733091,5/10/2017,26,1,2,2,1,0,,1,1,1,0,1,0,1,1,0,0,1,1,0,1,3,4,1,3,4,3
3,9,2,0,17205881,3/20/2017,24,1,2,2,1,0,,0,1,1,0,1,0,1,0,1,0,1,1,0,1,4,5,1,3,5,3
2,13,2,0,17286846,3/27/2017,20,1,2,2,1,0,,1,1,1,1,1,1,1,0,1,0,1,0,1,1,5,5,1,5,5,3
3,25,1,0,17035335,3/8/2017,19,1,2,2,1,0,,1,1,1,0,0,1,0,1,1,1,0,1,0,1,3,3,1,4,2,3
3,30,1,0,17421115,4/10/2017,20,1,2,2,1,0,,1,1,0,1,1,0,1,0,1,1,0,1,1,1,4,4,1,3,3,3
2,22,1,0,17387665,4/6/2017,56,2,2,2,1,0,,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,1,5,5,3
3,7,2,1,17598415,4/27/2017,21,1,2,2,1,0,,1,1,1,0,1,0,0,1,1,1,1,0,0,1,3,3,1,4,3,3
3,14,1,0,17456926,4/14/2017,19,2,2,2,1,0,,0,1,1,0,0,0,1,0,1,0,1,1,0,1,3,2,1,3,3,3
3,4,1,0,17318136,3/30/2017,29,2,2,2,1,0,,0,0,0,0,1,0,1,0,1,1,0,1,1,1,5,1,1,5,5,3
3,9,2,0,17205885,3/20/2017,18,1,2,2,1,0,,1,0,1,1,1,0,1,1,1,0,0,0,0,1,4,4,1,3,4,3
3,4,1,0,17318151,3/30/2017,18,1,2,2,1,0,,1,1,1,1,0,1,1,1,0,1,1,1,0,1,5,5,1,5,5,3
3,8,1,0,17066045,3/10/2017,18,1,2,2,1,0,,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,4,5,3
3,5,2,0,17450924,4/13/2017,19,2,2,2,1,0,,1,1,1,1,0,1,1,1,0,0,1,1,0,1,4,4,1,3,3,3
2,13,1,0,17251687,3/24/2017,57,2,2,2,1,0,,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,5,3
3,32,1,0,17037532,3/7/2017,18,1,2,2,1,0,,1,1,1,1,1,1,1,0,0,0,1,1,0,1,4,2,1,3,3,3
2,10,1,0,17374384,4/4/2017,18,1,2,2,1,0,,1,1,1,0,1,0,1,0,1,0,0,1,1,1,5,4,1,5,5,3
2,22,2,0,17374448,4/5/2017,26,2,2,2,1,0,,1,1,0,1,0,1,0,0,1,1,0,1,0,1,5,5,1,5,5,3
3,30,1,0,17421139,4/10/2017,19,1,2,2,1,0,,0,1,0,0,1,0,1,0,1,0,0,0,0,1,5,5,1,5,5,3
3,16,1,0,17721274,5/5/2017,30,1,2,2,1,0,,1,1,0,0,1,0,1,1,1,0,0,1,1,1,5,5,1,5,4,3
3,8,2,0,17105399,3/13/2017,22,1,2,2,1,0,,1,0,0,0,1,0,1,0,1,1,0,0,1,1,4,4,1,5,4,3
1,29,2,0,17581924,4/26/2017,20,1,2,2,1,0,,1,1,1,0,1,1,1,0,1,0,0,1,0,1,5,5,1,5,5,3
3,4,1,0,17318133,3/30/2017,27,2,2,2,1,0,,0,1,1,1,1,1,1,1,1,0,1,1,0,1,4,3,1,4,4,3
3,32,1,0,17037564,3/7/2017,26,1,2,2,1,0,,0,1,1,0,1,1,1,0,0,0,1,1,0,1,4,4,1,4,4,3
3,30,1,0,17421114,4/10/2017,23,2,2,2,1,0,,0,1,1,1,1,1,1,0,1,1,1,0,0,1,5,4,1,4,5,3
3,2,1,0,17450226,4/13/2017,22,2,2,2,1,0,,0,0,1,0,0,0,0,1,0,1,1,1,0,1,5,4,1,4,4,3
2,24,1,0,17282916,3/27/2017,18,1,2,2,1,0,,1,0,1,1,1,0,1,1,1,1,0,0,0,1,4,4,1,4,4,3
1,29,1,0,17607871,4/28/2017,19,1,2,2,1,0,,0,0,1,0,1,0,0,0,1,1,0,1,0,1,3,3,1,3,3,3
3,18,2,2,17382406,4/6/2017,23,2,2,2,1,0,,1,0,1,1,1,0,1,1,1,0,1,1,1,1,5,5,1,4,4,3
3,27,1,0,17222781,3/22/2017,20,1,2,2,1,0,,0,1,1,1,0,1,1,1,1,0,1,1,0,1,5,5,1,4,5,3
3,5,2,0,17450936,4/13/2017,23,2,2,2,1,0,,0,1,0,0,1,1,1,0,1,1,0,1,0,1,4,4,1,4,5,3
2,22,2,0,17374424,4/5/2017,26,1,2,2,1,0,,0,1,0,0,1,1,1,1,0,0,1,1,0,1,3,3,1,3,3,3
3,35,1,0,17502304,4/19/2017,25,2,2,2,1,0,,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,5,5,3
3,7,2,1,17598441,4/27/2017,64,2,2,2,1,0,,0,0,0,0,1,0,1,1,0,0,1,1,1,1,4,3,1,5,3,3
3,7,1,1,17639802,5/1/2017,21,1,2,2,1,0,,0,1,1,1,1,1,1,1,1,1,1,1,0,1,4,5,1,4,4,3
3,32,1,0,17037533,3/7/2017,57,1,2,2,1,0,,1,1,1,0,0,0,1,1,1,0,1,1,1,1,5,1,1,5,5,3
2,22,1,0,17387664,4/6/2017,21,1,2,2,1,0,,1,1,1,1,1,0,1,0,1,1,1,1,0,1,5,4,1,5,4,3
3,8,2,0,17105413,3/13/2017,19,1,2,2,1,0,,1,0,0,1,1,0,1,1,1,0,0,1,1,1,5,5,1,5,4,3
3,5,2,0,17450986,4/13/2017,18,1,2,2,1,0,,1,1,1,1,0,0,0,0,1,0,1,1,0,1,4,5,1,4,4,3
1,29,2,0,17581937,4/26/2017,22,1,2,2,1,0,,1,0,0,0,1,0,1,1,1,0,0,0,1,1,5,4,1,3,3,3
3,30,2,0,17441624,4/12/2017,21,2,2,2,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,4,5,1,4,4,3
2,22,1,0,17387648,4/6/2017,20,1,2,2,1,0,,0,0,0,1,1,1,1,1,1,0,0,0,0,1,5,5,1,4,4,3
3,17,2,0,17368200,4/4/2017,18,2,2,2,1,0,,1,0,1,0,0,0,1,0,1,0,0,0,1,1,4,4,1,4,4,3
3,8,2,0,17105371,3/13/2017,20,1,2,2,1,0,,1,1,1,1,1,0,0,1,1,0,1,0,1,1,5,5,1,5,5,3
3,14,2,0,17489893,4/18/2017,20,2,2,2,1,0,,0,1,0,0,1,1,1,1,1,0,1,0,1,1,3,2,1,4,3,3
3,21,2,0,17733133,5/10/2017,19,2,2,2,1,0,,1,1,1,0,1,0,1,0,1,0,0,1,0,1,4,4,1,4,5,3
3,21,2,0,17733121,5/10/2017,20,2,2,2,1,0,,0,0,0,1,1,0,1,0,0,0,0,0,0,1,4,4,1,4,4,3
3,23,2,0,17664697,5/4/2017,18,1,2,2,1,0,,1,1,0,0,1,1,1,1,1,0,1,0,1,1,4,4,1,4,3,3
3,16,2,0,17709709,5/8/2017,19,1,2,2,1,0,,1,0,1,0,1,0,1,0,1,1,0,0,1,1,4,3,1,4,2,3
3,34,1,0,17217162,3/14/2017,19,4,2,2,1,0,,0,0,0,0,1,0,1,0,1,1,0,0,1,1,3,2,1,3,4,3
3,16,1,0,17709690,5/5/2017,20,1,2,2,1,0,,1,1,1,0,0,0,1,0,1,0,0,0,1,1,4,5,1,4,4,3
3,21,1,0,17722578,5/9/2017,25,2,2,3,3,0,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,5,5,1,5,5,3
3,9,2,0,17205894,3/20/2017,20,3,2,3,3,0,,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,5,4,3
2,28,2,0,17558035,4/24/2017,18,1,2,2,3,0,,1,0,1,1,1,1,0,0,1,1,1,1,0,1,5,5,1,4,5,3
2,22,2,0,17374434,4/5/2017,19,2,2,2,3,0,,1,1,1,1,1,1,1,0,1,0,1,1,0,1,4,5,1,4,5,3
2,24,1,0,17282918,3/27/2017,21,2,2,2,3,0,,1,1,1,1,0,1,1,1,0,0,1,1,0,1,5,5,1,4,4,3
2,22,1,0,17387652,4/6/2017,20,1,2,2,3,0,,1,0,1,0,1,0,1,1,1,1,1,0,0,1,5,5,1,5,5,3
3,5,2,0,17450907,4/13/2017,19,2,2,2,3,0,,1,0,1,1,0,0,1,0,1,1,0,0,0,1,4,4,1,4,4,3
3,21,2,0,17733134,5/10/2017,19,1,2,2,3,0,,1,1,1,0,1,0,0,1,1,0,1,0,1,1,5,5,1,4,4,3
3,5,2,0,17450980,4/13/2017,22,2,2,2,3,0,,1,1,0,1,1,1,1,0,1,0,1,1,1,1,4,3,1,4,4,3
2,13,2,0,17286873,3/27/2017,50,1,2,2,3,0,,0,0,0,0,1,0,1,0,1,1,0,0,1,1,5,5,1,4,5,3
2,24,1,0,17282896,3/27/2017,20,1,2,2,3,0,,0,0,1,0,1,0,0,0,1,1,0,1,0,1,5,5,1,4,5,3
3,8,1,0,17066001,3/10/2017,20,1,2,2,3,0,,0,0,0,0,1,0,1,0,1,0,0,0,1,1,4,4,1,5,5,3
3,21,1,0,17722586,5/9/2017,24,1,2,2,3,0,,1,1,1,1,1,1,1,1,0,0,1,1,0,1,5,5,1,5,4,3
3,26,1,0,17307321,3/29/2017,21,1,2,2,3,0,,0,0,0,0,1,0,1,0,1,1,0,1,1,1,4,4,1,,,3
3,4,1,0,17318179,3/30/2017,18,2,2,2,3,0,,1,0,1,1,1,0,1,0,1,0,0,0,1,1,4,5,1,4,5,3
3,4,1,0,17318170,3/30/2017,19,1,2,2,3,0,,0,0,0,0,1,0,1,0,1,1,0,0,1,1,4,5,1,4,5,3
3,4,1,0,17318142,3/30/2017,25,2,2,2,3,0,,0,0,0,1,0,1,1,0,1,0,1,0,0,1,4,2,1,4,2,3
3,32,1,0,17037501,3/7/2017,18,1,2,2,3,0,,1,0,1,1,0,1,0,1,1,0,1,1,1,1,5,5,1,5,4,3
3,9,1,0,17224596,3/22/2017,25,1,2,2,3,0,,1,0,0,0,1,0,1,0,1,0,1,0,0,1,5,5,1,5,5,3
3,4,2,0,17309115,3/29/2017,18,1,2,2,3,0,,1,0,1,1,1,0,0,0,0,0,0,0,0,1,5,5,1,5,4,3
3,9,2,0,17205873,3/20/2017,19,1,2,2,3,0,,1,1,0,0,1,0,0,0,1,1,1,0,0,1,4,4,1,4,2,3
3,5,1,0,17480640,4/17/2017,22,2,2,2,3,0,,1,1,1,0,0,1,1,1,1,0,1,0,0,1,4,3,1,3,3,3
1,29,2,0,17581943,4/26/2017,25,1,2,2,3,0,,1,0,1,0,1,0,1,0,1,0,1,1,1,1,4,4,1,4,4,3
3,23,2,0,17664682,5/4/2017,21,2,2,2,3,0,,1,0,0,0,1,0,1,0,1,0,0,0,0,1,4,4,1,3,4,3
3,14,1,0,17456922,4/14/2017,21,2,2,2,3,0,,0,0,0,0,1,1,1,0,1,0,0,0,1,1,5,5,1,5,5,3
3,5,2,0,17450976,4/13/2017,18,2,2,2,3,0,,0,0,0,0,1,1,1,0,1,0,0,1,0,1,4,4,1,3,4,3
3,8,1,0,17066040,3/10/2017,18,1,2,2,3,0,,0,1,0,1,1,0,1,0,1,1,1,0,1,1,4,4,1,5,5,3
2,20,2,0,17514664,4/20/2017,28,1,2,2,3,0,,1,1,1,1,0,1,1,1,1,0,1,0,0,1,5,5,1,5,5,3
3,7,1,1,17639803,5/1/2017,45,1,2,2,3,0,,1,0,0,0,0,0,1,0,1,0,1,1,1,1,5,5,1,5,5,3
3,34,1,0,17114695,3/14/2017,30,1,2,2,3,0,,1,1,0,1,1,0,1,0,0,0,1,0,0,1,4,4,1,4,4,3
3,17,2,0,17368230,4/4/2017,21,2,2,2,3,0,,1,1,1,1,0,0,0,1,1,0,1,0,1,1,4,4,1,4,4,3
3,4,1,0,17318166,3/30/2017,19,1,2,2,3,0,,0,0,0,0,1,0,1,0,1,0,0,0,1,1,4,4,1,3,3,3
3,4,2,0,17309125,3/29/2017,21,1,2,2,3,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,4,5,3
1,29,2,0,17581929,4/26/2017,20,1,2,2,3,0,,0,1,1,1,1,1,0,0,1,1,1,0,1,1,5,5,1,5,5,3
1,15,2,0,17729234,5/10/2017,19,1,2,2,3,0,,1,0,0,1,1,0,1,0,1,0,0,0,0,1,4,4,1,4,3,3
2,22,2,0,17374438,4/5/2017,32,1,2,2,3,0,,0,0,0,0,1,0,1,0,1,0,0,0,1,1,5,5,1,5,4,3
3,8,2,0,17105398,3/13/2017,30,1,2,2,3,0,,0,1,1,1,0,1,1,0,0,0,1,1,0,1,4,4,1,4,5,3
2,20,2,0,17514649,4/20/2017,21,1,2,2,3,0,,0,0,0,0,1,1,1,1,1,0,0,0,1,1,5,5,1,5,5,3
2,22,1,0,17387678,4/6/2017,19,1,2,2,3,0,,1,1,1,1,1,1,0,1,0,0,1,1,1,1,4,4,1,4,3,3
3,6,2,0,17654196,5/3/2017,19,1,2,2,3,0,,0,0,1,1,1,1,1,0,1,0,0,0,0,1,5,4,1,5,4,3
3,35,1,0,17502297,4/19/2017,22,1,2,2,3,0,,1,1,0,0,0,1,1,0,1,0,0,1,0,1,5,5,1,5,4,3
3,26,1,0,17307301,3/29/2017,24,2,2,2,3,0,,0,0,0,0,1,0,1,0,1,0,0,0,0,1,4,2,1,4,2,3
3,23,2,0,17664747,5/4/2017,28,2,2,2,3,0,,0,0,1,1,0,0,1,0,1,1,0,0,0,1,2,3,1,3,2,3
3,23,1,0,17680752,5/5/2017,42,1,2,2,3,0,,0,0,1,0,1,0,0,0,1,1,0,0,1,1,4,3,1,3,3,3
3,4,2,0,17309128,3/29/2017,23,1,2,2,3,0,,0,1,0,0,1,1,1,0,1,1,1,0,1,1,5,5,1,5,5,3
3,23,1,0,17680773,5/5/2017,26,2,2,2,3,0,,1,1,1,1,0,1,0,1,0,0,1,1,0,1,4,5,1,4,2,3
2,13,2,0,17286849,3/27/2017,18,1,2,2,3,0,,0,0,0,0,1,0,1,0,1,0,0,0,1,1,5,5,1,1,1,3
3,6,2,0,17654177,5/3/2017,20,2,2,2,4,0,,1,1,1,0,1,0,1,1,1,1,1,0,1,1,5,5,1,5,5,3
3,4,2,0,17309134,3/29/2017,19,1,2,2,4,0,,1,0,0,0,1,0,1,0,1,0,1,0,1,1,5,5,1,5,4,3
2,22,2,0,17374458,4/5/2017,20,1,2,2,4,0,,1,1,1,1,1,0,1,0,1,1,1,0,1,1,4,5,1,4,5,3
3,17,2,0,17368228,4/4/2017,18,1,2,2,4,0,,0,0,0,0,1,0,1,0,1,0,0,0,0,1,5,5,1,4,4,3
3,4,2,0,17309116,3/29/2017,20,1,2,2,4,0,,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4,4,3
3,5,2,0,17450902,4/13/2017,23,2,2,2,4,0,,0,0,0,1,1,1,1,1,0,0,0,1,0,1,3,5,1,4,5,3
1,29,2,0,17581912,4/26/2017,21,1,2,2,4,0,,1,0,1,0,0,0,1,0,1,0,0,1,0,1,5,4,1,3,4,3
3,30,2,0,17441563,4/12/2017,21,1,2,2,0,0,,1,0,1,0,1,0,1,1,1,0,0,0,1,1,5,5,1,5,4,3
2,20,2,0,17514630,4/20/2017,20,1,2,2,0,0,,1,0,1,0,0,1,1,1,0,0,1,0,0,1,5,5,1,5,5,3
3,7,1,1,17639807,5/1/2017,21,2,2,2,0,0,,1,1,0,0,0,1,1,1,1,0,1,0,0,1,5,3,1,4,3,3
3,5,1,0,17499612,4/17/2017,18,2,2,2,0,0,,1,1,1,1,1,1,1,0,1,0,0,0,0,1,5,5,1,5,5,3
3,17,2,0,17368224,4/4/2017,19,2,2,2,0,0,,1,1,1,1,0,0,0,0,1,0,1,1,0,1,5,5,1,5,5,3
3,5,1,0,17499613,4/17/2017,24,2,2,2,0,0,,0,0,0,1,0,1,1,0,1,0,1,0,0,1,5,5,1,5,4,3
2,28,1,0,17540560,4/21/2017,20,2,2,2,0,0,,1,1,1,0,0,1,1,0,0,0,0,1,0,1,4,5,1,4,4,3
2,28,1,0,17540554,4/21/2017,36,2,2,2,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,5,1,5,5,3
3,5,1,0,17499609,4/17/2017,21,2,2,2,0,0,,0,0,0,1,1,0,0,0,1,0,1,0,0,1,5,5,1,5,5,3
3,23,1,0,17680780,5/5/2017,31,2,2,2,0,0,,1,1,1,0,0,0,0,1,0,0,1,1,1,1,5,4,1,5,4,3
2,22,1,0,17387670,4/6/2017,26,2,2,2,0,0,,1,1,1,1,0,1,1,0,1,1,0,0,0,1,5,5,1,5,5,3
3,5,1,0,17480598,4/17/2017,20,1,2,2,0,0,,1,1,1,1,0,1,1,0,0,0,1,1,0,1,3,4,1,4,4,3
2,10,1,0,17374382,4/4/2017,21,2,2,2,0,0,,0,0,0,0,1,0,1,1,1,0,0,0,0,1,5,5,1,5,5,3
1,29,2,0,17581947,4/26/2017,21,4,2,2,0,0,,1,1,1,0,0,0,1,0,0,0,0,1,0,1,5,5,1,5,5,3
3,21,2,0,17733082,5/10/2017,19,1,2,2,0,0,,1,0,1,0,1,0,1,0,1,1,1,0,1,1,5,5,1,5,5,3
1,29,2,0,17581903,4/26/2017,19,1,2,2,0,0,,1,0,0,1,1,1,1,0,1,1,1,0,1,1,5,4,1,4,4,3
3,34,1,0,17114702,3/14/2017,51,2,2,2,0,0,,1,1,0,1,0,0,0,0,0,0,1,1,0,1,4,2,1,5,3,3
3,30,2,0,17441615,4/12/2017,18,1,2,2,0,0,,0,1,1,0,0,1,0,0,0,0,1,1,0,1,4,5,1,4,4,3
3,21,2,0,17733150,5/10/2017,25,2,2,2,0,0,,1,0,1,1,1,0,0,1,0,1,1,1,0,1,3,3,1,3,3,3
3,32,1,0,17037500,3/7/2017,34,2,2,2,0,0,,1,1,0,1,1,1,1,0,0,0,1,1,0,1,5,5,1,5,5,3
1,29,1,0,17607901,4/28/2017,20,2,2,2,0,0,,0,0,1,0,1,0,1,0,1,1,0,0,1,1,5,4,1,4,4,3
3,30,1,0,17421111,4/10/2017,20,2,2,2,0,0,,0,1,1,0,1,1,1,0,0,0,1,0,0,1,5,4,1,5,4,3
3,18,2,2,17382388,4/6/2017,20,2,2,2,0,0,,0,0,0,0,1,0,1,0,1,0,0,0,1,1,4,3,1,4,4,3
3,18,2,2,17382413,4/6/2017,23,2,1,,1,0,,1,0,1,0,1,0,0,0,0,0,0,0,0,1,5,4,1,5,4,3
